"PhonologicalForm","WrittenForm","SynCatCode","Freq","StressPattern"
"'ArdvArk","آردوارك","N1","1","WS"
"'ArdvAz","آردواز","N1","1","WS"
"'Ardvolf","آردولف","N1","1","WS"
"'Are","آره","N1","1","WS"
"'Aref","عارف","A0","105","WS"
"'ArefAne","عارفانه","A0","45","WWWS"
"'Arefi","عارفي","N4","8","WWS"
"'Arefipur","عارفي‌‌پور","N4","1","WWWS"
"'Arefmaslak","عارف‌‌مسلك","A0","2","WWWS"
"'Arefparvar","عارف‌‌پرور","A0","1","WWWS"
"'Arefxiz","عارف‌‌خيز","A0","1","WWS"
"'Arez","عارض","N1","21","WS"
"'Areze","عارضه","N1","75","WWS"
"'ArezemAnd","عارضه‌‌مند","A0","2","WWWS"
"'Arezi","عارضي","A0","4","WWS"
"'Arezu","آرزو","N1","345","WWS"
"'Arezubedel","آرزوبه‌دل","A0","1","WWWWS"
"'Arezukonande","آرزو‌كننده","A0","1","WWWWWS"
"'Arezumand","آرزومند","A0","15","WWWS"
"'Arezumandi","آرزومندي","N1","6","WWWWS"
"'ArezuvAne","آرزوانه","N1","1","WWWWS"
"'arfa'","ارفع","A0","3","WS"
"'arg","ارگ","N1","195","S"
"'Argon","آرگن","N1","1","WS"
"'Argon","آرگون","N1","8","WS"
"'arhamorrAhemin","ارحم‌الراحمين","A0","1","WWWWWS"
"'Ari","آري","Ad","330","WS"
"'Ari","عاري","A0","102","WS"
"'arihA","اريحا","N1","10","WWS"
"'arike","اريكه","N1","15","WWS"
"'AristokerAsi","آريستوكراسي","N1","1","WWWWWS"
"'AristokerAt","آريستوكرات","A0","1","WWWWS"
"'aristokerAt","اريستوكرات","A0","1","WWWWS"
"'AriyA","آريا","N1","1","WS"
"'AriyA'i","آريائي","A0","2","WWS"
"'AriyA'i","آريايي","A0","30","WWWS"
"'AriyA'ineZAd","آريائي‌نژاد","A0","1","WWWWWS"
"'AriyAmaneS","آريامنش","N4","1","WWWWS"
"'AriyAn","آريان","N3","3","WWS"
"'Ariyan","آرين","N3","15","WWS"
"'AriyAnA","آريانا","N3","2","WWWS"
"'AriyAneZAd","آريانژاد","A0","15","WWWWS"
"'AriyAnfar","آريانفر","N4","1","WWWS"
"'AriyAnism","آريانيسم","N1","1","WWWS"
"'Ariyanmoqaddam","آرين‌مقدم","N4","1","WWWWWS"
"'AriyAnpur","آريان‌پور","N4","2","WWWS"
"'AriyApur","آرياپور","N4","1","WWWS"
"'Ariyat","عاريت","A0","6","WWS"
"'Ariyati","عاريتي","A0","2","WWWS"
"'AriyAyineZAd","آريايي‌نژاد","A0","1","WWWWWS"
"'AriyAyipur","آريايي‌پور","N4","1","WWWWS"
"'AriyAzand","آريازند","N4","2","WWWS"
"'Ariye","عاريه","A0","45","WWS"
"'Ariye'i","عاريه‌اي","A0","1","WWWS"
"'ariz","عريض","A0","29","WS"
"'arize","عريضه","N1","7","WWS"
"'arizejAt","عريضه‌جات","N1","1","WWWS"
"'arizenevis","عريضه‌‌نويس","N1","13","WWWWS"
"'ArizonA","آريزونا","N2","10","WWWS"
"'arj","ارج","N1","15","S"
"'arjah","ارجح","A0","15","WS"
"'arjahiyyat","ارجحيت","N1","45","WWWS"
"'arja'iyyat","ارجعيت","N1","1","WWWS"
"'arjAn","ارجان","N1","5","WS"
"'arjan","ارجن","N1","1","WS"
"'arjang","ارجنگ","N1","1","WS"
"'arjangi","ارجنگي","A0","1","WWS"
"'arjgozAri","ارج‌گذاري","N1","6","WWWS"
"'arjmand","ارجمند","A0","90","WS"
"'arjmandi","ارجمندي","N4","15","WWS"
"'arjomaqAm","ارج‌ومقام","N1","1","WWWS"
"'ark","ارك","N1","259","S"
"'arkAn","اركان","N1","45","WS"
"'arkAni","اركاني","A0","2","WWS"
"'Arkegon","آركگن","N1","1","WWS"
"'Arke'opeteriks","آركئوپتريكس","N1","1","WWWWWS"
"'Arke'ozo'ik","آركئوزوئيك","N1","1","WWWWS"
"'ArkkosekAnt","آرك‌كسكانت","N1","1","WWWS"
"'Arkkosinus","آرك‌كسينوس","N1","1","WWWS"
"'ArkkotAnZAnt","آرك‌كتانژانت","N1","1","WWWS"
"'ArksekAnt","آرك‌سكانت","N1","1","WWS"
"'Arksinus","آرك‌سينوس","N1","1","WWS"
"'ArktAnZAnt","آرك‌تانژانت","N1","1","WWS"
"'Arm","آرم","N1","60","S"
"'ArmAn","آرمان","N1","150","WS"
"'armanestAn","ارمنستان","N2","345","WWWS"
"'armanestAni","ارمنستاني","A0","2","WWWWS"
"'ArmAngerA","آرمانگرا","A0","2","WWWS"
"'ArmAngerA'i","آرمان‌گرائي","N1","1","WWWWS"
"'ArmAngerAyAne","آرمان‌گرايانه","Ad","8","WWWWWS"
"'ArmAngerAyi","آرمان‌گرايي","N1","15","WWWWS"
"'ArmAni","آرماني","A0","60","WWS"
"'armani","ارمني","A0","120","WWS"
"'ArmAniSode","آرماني‌شده","A0","1","WWWWS"
"'ArmAnjuyi","آرمانجويي","N1","1","WWWS"
"'ArmAnpanAh","آرمان‌پناه","N4","15","WWWS"
"'ArmAnpardAzi","آرمان‌پردازي","N1","1","WWWWS"
"'ArmAnSahr","آرمان‌شهر","N1","2","WWS"
"'ArmAnsAzi","آرمان‌سازي","N1","2","WWWS"
"'ArmAnxAh","آرمان‌خواه","A0","9","WWS"
"'ArmAnxAhAne","آرمان‌خواهانه","Ad","1","WWWWS"
"'ArmAnxAhi","آرمان‌خواهي","N1","30","WWWS"
"'armaqAn","ارمغان","N1","120","WWS"
"'armaqAnbehzist","ارمغان‌بهزيست","N1","2","WWWWS"
"'ArmAtor","آرماتور","N1","3","WWS"
"'ArmAtorband","آرماتوربند","N1","15","WWWS"
"'ArmiCer","آرميچر","N1","1","WWS"
"'Armin","آرمين","N3","37","WS"
"'ArminiyA","آرمينيا","N3","8","WWWS"
"'ArmitAZ","آرميتاژ","N3","2","WWS"
"'arnab","ارنب","N1","1","WS"
"'arnitorenkus","ارنيتورنكوس","N1","1","WWWWS"
"'Arnold","آرنولد","N3","38","WS"
"'AromAtik","آروماتيك","N1","1","WWWS"
"'Aroq","آرغ","N1","1","WS"
"'Arpiji","آرپي‌جي","N1","8","WWS"
"'Arpijihaft","آرپيجي‌هفت","N1","15","WWWS"
"'arqAm","ارقام","N1","165","WS"
"'arqanun","ارغنون","N1","8","WWS"
"'arqavAn","ارغوان","N1","15","WWS"
"'arqavAni","ارغواني","A0","21","WWWS"
"'arqavAnirang","ارغواني‌رنگ","A0","3","WWWWS"
"'arqe","ارغه","N1","1","WS"
"'arqe","ارقه","A0","1","WS"
"'arqe","عرقه","N1","1","WS"
"'arqun","ارغون","N1","15","WS"
"'arqunSAh","ارغون‌شاه","N3","1","WWS"
"'arrAbe","ارابه","N1","15","WWS"
"'arrAbe","عرابه","N1","2","WWS"
"'arrAbe'i","ارابه‌اي","A0","1","WWWS"
"'arrAberAn","ارابه‌ران","N1","1","WWWS"
"'arrAberow","ارابه‌رو","A0","1","WWWS"
"'arrAde","عراده","N1","15","WWS"
"'arrahil","الرحيل","N1","5","WWS"
"'arrahmAn","ا‌لرحمان","A0","4","WWS"
"'arrahmAn","الرحمن","A0","3","WWS"
"'arrasul","الرسول","N1","2","WWS"
"'arrAvi","الراوي","N1","3","WWS"
"'arre","اره","N1","45","WS"
"'arredomAn","اره‌دمان","N1","1","WWWS"
"'arre'i","اره‌اي","A0","1","WWS"
"'arremAhi","اره‌ماهي","N1","1","WWWS"
"'arreqalame","اره‌قلمه","N1","1","WWWWS"
"'arrezA","الرضا","N1","44","WWS"
"'arriyAz","الرياض","N2","4","WWS"
"'arrotiz","عروتيز","N1","1","WWS"
"'arS","عرش","N1","35","S"
"'arSad","ارشد","A0","495","WS"
"'arSadi","ارشدي","N1","15","WWS"
"'arSadiyyat","ارشديت","N1","1","WWWS"
"'arsalAn","ارسلان","N3","18","WWS"
"'arsalAni","ارسلاني","N4","2","WWWS"
"'arsanjAni","ارسنجاني","N4","15","WWWS"
"'ArSe","آرشه","N1","1","WS"
"'arSe","عرشه","N1","6","WS"
"'arse","عرصه","N1","855","WS"
"'ArsenAl","آرسنال","N2","45","WWS"
"'arsenAt","ارسنات","N1","1","WWS"
"'arsenid","ارسنيد","N1","1","WWS"
"'Arsenik","آرسنيك","N1","30","WWS"
"'arsenik","ارسنيك","N1","1","WWS"
"'arSi","عرشي","A0","15","WS"
"'ArSiduk","آرشيدوك","N1","1","WWS"
"'ArSiduSes","آرشيدوشس","N1","1","WWWS"
"'ArSitekt","آرشيتكت","N1","3","WWS"
"'ArSiv","آرشيو","N1","89","WS"
"'ArSivist","آرشيويست","N1","1","WWS"
"'arSiyA","ارشيا","N3","2","WWS"
"'arSneSin","عرش‌‌نشين","A0","1","WWS"
"'arte","ارته","N1","1","WS"
"'Artemis","آرتميس","N3","1","WWS"
"'Arterit","آرتريت","N1","30","WWS"
"'ArterogerAfi","آرترگرافي","N1","1","WWWWWS"
"'ArterogerAfi","آرتروگرافي","N1","1","WWWWWS"
"'Arteroz","آرترز","N1","1","WWS"
"'Arteroz","آرتروز","N1","15","WWS"
"'Arterozi","آرتروزي","A0","2","WWWS"
"'arteS","ارتش","N1","2955","WS"
"'arteSbod","ارتشبد","N1","300","WWS"
"'arteSbodi","ارتشبدي","N1","2","WWWS"
"'arteSi","ارتشي","A0","60","WWS"
"'arteSsAlAri","ارتش‌سالاري","N1","1","WWWWS"
"'arteStAr","ارتشتار","N1","1","WWS"
"'arteStArAn","ارتشتاران","N1","1","WWWS"
"'Arteziyan","آرتزين","N1","1","WWWS"
"'Artist","آرتيست","N1","1","WS"
"'ArtistbAzi","آرتيست‌بازي","N1","1","WWWS"
"'Artisti","آرتيستي‌","A0","1","WWS"
"'ArtiSu","آرتيشو","N1","1","WWS"
"'Artur","آرتور","N3","60","WS"
"'Aruband","آروبند","N1","1","WWS"
"'Arubandi","آروبندي","N1","1","WWWS"
"'Aruq","آروغ","N1","1","WS"
"'Aruq","آروق","N1","1","WS"
"'arus","عروس","N1","60","WS"
"'arusak","عروسك","N1","30","WWS"
"'arusakbAzi","عروسك‌‌بازي","N1","1","WWWWS"
"'arusakgardAn","عروسك‌‌گردان","N1","1","WWWWS"
"'arusakgardAni","عروسك‌‌گرداني","N1","2","WWWWWS"
"'arusaki","عروسكي","A0","450","WWWS"
"'arusaksAzi","عروسك‌سازي","N1","30","WWWWS"
"'arusedaryAyi","عروس‌دريايي","N1","1","WWWWWS"
"'arusi","عروسي","N1","105","WWS"
"'aruz","عروض","N1","12","WS"
"'aruzi","عروضي","A0","15","WWS"
"'arvAh","ارواح","N1","15","WS"
"'arvAhonAfadA","ارواحنا‌فدا","Exp","3","WWWWWS"
"'arvand","اروند","N2","105","WS"
"'arvandi","اروندي","N4","1","WWS"
"'arvandkenAr","اروندكنار","N2","15","WWWS"
"'arvandrud","اروندرود","N2","45","WWS"
"'ArvAre","آرواره","N1","20","WWS"
"'ArvAredArAn","آرواره‌داران","N1","1","WWWWS"
"'ArvAremekAn","آرواره‌مكان","N1","1","WWWWS"
"'arxAloq","ارخالق","N1","1","WWS"
"'Aryubarzan","آريوبرزن","N3","1","WWWS"
"'arz","ارز","N1","2145","S"
"'arz","ارز","V1","5000","S"
"'arz","ارض","N1","13","S"
"'arz","عرض","N1","1","S"
"'arzAfarin","ارزآفرين","A0","1","WWWS"
"'arzAn","ارزان","A0","165","WS"
"'arzan","ارزن","N1","60","WS"
"'arZan","ارژن","N1","7","WS"
"'arzan","عرضاً","Ad","1","WS"
"'arzandAm","عرض‌‌اندام","N1","1","WWS"
"'arzande","ارزنده","A0","180","WWS"
"'arzandegi","ارزندگي","N1","1","WWWS"
"'arzAnfuruS","ارزان‌فروش","A0","1","WWWS"
"'arzAnfuruSi","ارزان‌فروشي","N1","1","WWWWS"
"'arZang","ارژنگ","N3","7","WS"
"'arZangi","ارژنگي","N4","1","WWS"
"'arzAni","ارزاني","A0","15","WWS"
"'arzanjAn","ارزنجان","N2","1","WWS"
"'arzAnqeymat","ارزان‌قيمت","A0","41","WWWS"
"'arzAnsAzi","ارزان‌سازي","N1","2","WWWS"
"'ArZAntin","آرژانتين","N2","150","WWS"
"'ArZAntini","آرژانتيني","A0","45","WWWS"
"'ArZAntit","آرژانتيت","N1","1","WWS"
"'arzAnyAfte","ارزان‌يافته","A0","1","WWWS"
"'arzAq","ارزاق","N1","15","WS"
"'arzAqe","ارزاقه","N1","1","WWS"
"'arzAvar","ارزآور","A0","8","WWS"
"'arzAvari","ارز‌آوري","N1","9","WWWS"
"'arzbar","ارزبر","A0","2","WS"
"'arzbari","ارزبري","N1","75","WWS"
"'arzbegir","ارزبگير","A0","1","WWS"
"'arze","عرضه","N1","690","WS"
"'arzedASt","عرضه‌داشت","N1","15","WWS"
"'arzekonande","عرضه‌‌كننده","A0","33","WWWWS"
"'arzerum","ارزروم","N2","6","WWS"
"'arzerum","ارض‌روم","N2","8","WWS"
"'arzeS","ارزش","N1","1335","WS"
"'arzeSdehi","ارزش‌دهي","N1","1","WWWS"
"'arzeSgerA","ارزشگرا","A0","2","WWWS"
"'arzeSgerAyAne","ارزشگرايانه","Ad","3","WWWWWS"
"'arzeSgerAyi","ارزش‌گرايي","N1","4","WWWWS"
"arzeSgoriz","ارزش‌گريز","A0","1","WWWS"
"'arzeSgozAri","ارزش‌گذاري","N1","30","WWWWS"
"'arzeSi","ارزشي","A0","120","WWS"
"'arzeSmadAr","ارزش‌مدار","N1","4","WWWS"
"'arzeSmadArAne","ارزش‌مدارانه","Ad","1","WWWWWS"
"'arzeSmadAri","ارزش‌مداري","N1","15","WWWWS"
"'arzeSmAkAron","ارزش‌ماكارون","N1","1","WWWWS"
"'arzeSmand","ارزشمند","A0","450","WWS"
"'arzeSmandAne","ارزشمندانه","Ad","1","WWWWWS"
"'arzeSmandi","ارزشمندي","N1","90","WWWS"
"'arzeSode","عرضه‌‌شده","A0","26","WWWS"
"'arzeSpaziri","ارزش‌پذيري","N1","1","WWWWS"
"'arzeSsAlAri","ارزش‌سالاري","N1","1","WWWWS"
"'arzeSsanji","ارزش‌سنجي","N1","1","WWWS"
"'arzeSSenAsi","ارزش‌شناسي","N1","1","WWWWS"
"'arzeSyAb","ارزشياب","N1","1","WWS"
"'arzeSyAbi","ارزشيابي","N1","45","WWWS"
"'arzeSzodAyi","ارزش‌زدايي","N1","2","WWWWS"
"'arzi","ارزي","A0","495","WS"
"'arzi","ارضي","A0","162","WS"
"'arzi","عرضي","A0","1","WS"
"'arzid","ارزيد","V2","5000","WS"
"'arzyAb","ارزياب","N1","7","WS"
"'arzyAbi","ارزيابي","N1","900","WWS"
"'arzyAbiSode","ارزيابي‌شده","A0","1","WWWWWS"
"'arzyAft","ارزيافت","N1","1","WS"
"'As","آس","N1","105","S"
"'AS","آش","N1","105","S"
"'As","عاص","N3","10","S"
"'AsA","آسا","V1","5000","WS"
"'asA","عصا","N1","15","WS"
"'aSA'are","اشاعره","N1","11","WWWS"
"'asab","عصب","N1","30","WS"
"'a'sAb","اعصاب","N1","135","WS"
"'asabAni","عصباني","A0","30","WWWS"
"'asabAnimezAj","عصباني‌‌مزاج","A0","1","WWWWWS"
"'asabAniSode","عصباني‌‌شده","A0","1","WWWWWS"
"'asabAniyyat","عصبانيت","N1","90","WWWWS"
"'asabi","عصبي","A0","240","WWS"
"'asabimezAj","عصبي‌‌مزاج","A0","1","WWWWS"
"'asabiyyat","عصبيت","N1","15","WWWS"
"'asabkoSi","عصب‌‌كشي","N1","3","WWWS"
"'asabpAye","عصب‌پايه","N1","1","WWWS"
"'asabSenAs","عصب‌‌شناس","A0","1","WWWS"
"'asabSenAsi","عصب‌‌شناسي","N1","6","WWWWS"
"'asabSenAxti","عصب‌‌شناختي","N1","5","WWWWS"
"'a'sAbxurdkon","اعصاب‌خوردكن","A0","1","WWWS"
"'asad","اسد","N3","90","WS"
"'asadAbAd","اسدآباد","N2","15","WWWS"
"'asadAbAdi","اسدآبادي","N4","75","WWWWS"
"'aSadd","اشد","A0","15","WS"
"'asadi","اسدي","N4","45","WWS"
"'as'adi","اسعدي","N4","6","WWS"
"'asadipur","اسدي‌پور","N4","15","WWWS"
"'asadiyAn","اسديان","N4","15","WWWS"
"'asadollAh","اسدالله","N3","45","WWWS"
"'asadollAhi","اسداللهي","N4","10","WWWWS"
"'asadyAri","اسدياري","N4","1","WWWS"
"'asadzAde","اسدزاده","N4","15","WWWS"
"'aSa'e","اشعه","N1","90","WWS"
"'aSa'edarmAni","اشعه‌درماني","N1","1","WWWWWS"
"'asaf","اسف","N1","1","WS"
"'asafangiz","اسف‌انگيز","A0","6","WWWS"
"'asafbAr","اسفبار","A0","17","WWS"
"'asafnAk","اسفناك","A0","15","WWS"
"'asAker","عساكر","N1","1","WWS"
"'asal","عسل","N1","90","WS"
"'asAlem","اسالم","N2","45","WWS"
"'asali","عسلي","A0","3","WWS"
"'AsAm","آثام","N1","15","WS"
"'AsAm","آسام","N2","19","WS"
"'ASAm","آشام","V1","5000","WS"
"'asam","اصم","A0","1","WS"
"'asAmAnand","عصامانند","A0","1","WWWS"
"'AsAmi","آسامي","N1","1","WWS"
"'asAmi","اسامي","N1","330","WWS"
"'ASAmid","آشاميد","V2","5000","WWS"
"'ASAmidani","آشاميدني","N1","195","WWWWS"
"'AsAn","آسان","A0","375","WS"
"'AsAnbar","آسان‌بر","N1","1","WWS"
"'AsAngar","آسانگر","N1","1","WWS"
"'AsAngir","آسان‌گير","A0","2","WWS"
"'AsAngirAne","آسانگيرانه","Ad","1","WWWWS"
"'AsAngiri","آسان‌گيري","N1","3","WWWS"
"'AsAngovAr","آسانگوار","A0","1","WWWS"
"'AsAni","آساني","N1","75","WWS"
"'AsAnpasandi","آسان‌پسندي","N1","1","WWWWS"
"'AsAnsAzi","آسان‌سازي","N1","3","WWWS"
"'AsAnsor","آسانسور","N1","75","WWS"
"'AsAnsorCi","آسانسورچي","N1","1","WWWS"
"'AsAnsorsAzi","آسانسور‌سازي","N1","1","WWWWS"
"'ASAnti","آشانتي","N1","1","WWS"
"'AsAnyAb","آسان‌ياب","A0","1","WWS"
"'ASAqebAS","آشاقه‌باش","N1","1","WWWS"
"'aSaqqe","عشقه","N1","1","WWS"
"'asAqurtdAde","عصاقورت‌داده","N1","1","WWWWS"
"'AsAr","آثار","N1","4650","WS"
"'asar","اثر","N1","2730","WS"
"'asar","اثر","N9","1","WS"
"'a'SAr","اعشار","N1","30","WS"
"'a'sAr","اعصار","N1","53","WS"
"'aS'Ar","اشعار","N1","150","WS"
"'aSarAt","عشرات","N1","1","WWS"
"'asarbaxS","اثربخش","A0","15","WWS"
"'asarbaxSi","اثربخشي","N1","15","WWWS"
"'asargozAr","اثر‌گذار","A0","49","WWWS"
"'asargozAri","اثرگذاري","N1","17","WWWWS"
"'a'SAri","اعشاري","A0","4","WWS"
"'aS'ari","اشعري","A0","31","WWS"
"'aS'arigari","اشعري‌گري","N1","3","WWWWS"
"'aS'ariyye","اشعريه","N1","1","WWWS"
"'AsArolbAqiyye","آثارالباقيه","N1","4","WWWWWS"
"'asarpazir","اثرپذير","N1","1","WWWS"
"'asarpaziri","اثرپذيري","N1","5","WWWWS"
"'asArun","اسارون","N1","1","WWS"
"'asAs","اثاث","N1","5","WS"
"'asAs","اساس","N1","4785","WS"
"'asAs","اساس","N9","1","WS"
"'asas","عسس","N1","1","WS"
"'aS'as","اشعث","N3","3","WS"
"'asAsan","اساساً","Ad","66","WWS"
"'asAsAnAn","عصاسانان","N1","1","WWWS"
"'asAse","اثاثه","N1","4","WWS"
"'asAsi","اساسي","A0","3300","WWS"
"'asAsiyye","اثاثيه","N1","30","WWWS"
"'asAskeSi","اثاث‌كشي","N1","3","WWWS"
"'asAsnAme","اساس‌نامه","N1","960","WWWS"
"'asAsnAme'i","اساس‌نامه‌اي","A0","15","WWWWS"
"'asAsol'eqtebAs","اساس‌الاقتباس","N1","3","WWWWWS"
"'asAtid","اساتيد","N1","165","WWS"
"'asAtir","اساطير","N1","480","WWS"
"'asAtiri","اساطيري","A0","75","WWWS"
"'asAtirol'avvalin","اساطير‌الاولين","N1","2","WWWWWWS"
"'aSAyer","عشاير","N1","240","WWS"
"'aSAyeri","عشايري","A0","165","WWWS"
"'aSAyerneSin","عشايرنشين","A0","4","WWWWS"
"'aSAyerpazir","عشايرپذير","A0","15","WWWWS"
"'AsAyeS","آسايش","N1","90","WWS"
"'AsAyeSbaxSi","آسايش‌بخشي","N1","1","WWWWS"
"'AsAyeSgAh","آسايشگاه","N1","45","WWWS"
"'AsAyeStalab","آسايش‌‌طلب","A0","1","WWWWS"
"'AsAyid","آساييد","V2","5000","WWS"
"'asAzanAn","عصازنان","Ad","1","WWWS"
"'asb","اسب","N1","420","S"
"'asba'","اصبع","N1","1","WS"
"'asbAb","اسباب","N1","60","WS"
"'asbAbbAzi","اسباب‌بازي","N1","45","WWWS"
"'asbAbbAzifuruSi","اسباب‌بازي‌فروشي","N1","3","WWWWWWS"
"'asbAbbAzisAzi","اسباب‌بازي‌سازي","N1","1","WWWWWS"
"'asbAbCini","اسباب‌چيني","N1","1","WWWS"
"'asbAbesofre","اسباب‌سفره","N1","1","WWWWS"
"'asbAbkeSi","اسباب‌كشي","N1","1","WWWS"
"'aSbAh","اشباح","N1","15","WS"
"'aSbAh","اشباه","N1","4","WS"
"'asbak","اسبك","N1","1","WS"
"'asbAn","اسبان","N1","1","WS"
"'asbaq","اسبق","A0","90","WS"
"'asbCe","اسبچه","A0","1","WS"
"'asbdAri","اسب‌داري","N1","1","WWS"
"'asbdavAni","اسب‌دواني","N1","19","WWWS"
"'asbe'Abi","اسب‌آبي","N1","1","WWWS"
"'asbeboxAr","اسب‌بخار","N1","3","WWWS"
"'asbi","اسبي","A0","4","WS"
"'asbmagasAn","اسب‌مگسان","N1","1","WWWS"
"'asbqul","اسبغول","N1","1","WS"
"'asbrez","اسب‌رز","N1","1","WS"
"'asbris","اسب‌ريس","N1","1","WS"
"'asbsavAr","اسب‌سوار","A0","2","WWS"
"'asbsavAri","اسب‌سواري","N1","7","WWWS"
"'Asbuye","آسبويه","N1","1","WWS"
"'Ase","آسه","N1","1","WS"
"'Ase'An","آ‌سه‌آن","N2","68","WWS"
"'AsebnevA'el","عاص‌‌بن‌‌وائل","N3","2","WWWWS"
"'Asef","آسف","N3","30","WS"
"'Asef","آصف","N3","17","WS"
"'Asefi","آسفي","N4","150","WWS"
"'Asefi","آصفي","N4","107","WWS"
"'AsefzAde","آصف‌زاده","N4","2","WWWS"
"'ASekArgar","آشكارگر","N1","1","WWWS"
"'ASekArid","آشكاريد","V2","5000","WWWS"
"'AsemAn","آسمان","N1","300","WWS"
"'AsemAndarre","آسمان‌دره","N1","1","WWWWS"
"'AsemAne","آسمانه","N1","4","WWWS"
"'AsemAni","آسماني","A0","135","WWWS"
"'AsemAnjol","آسمان‌جل","A0","1","WWWS"
"'AsemAnkAn","آسمانكان","N1","1","WWWS"
"'AsemAnnamA","آسمان‌نما","N1","2","WWWWS"
"'AsemAnnavard","آسمان‌نورد","N1","1","WWWWS"
"'AsemAnneSin","آسمان‌نشين","N1","1","WWWWS"
"'AsemAnorismAn","آسمان‌وريسمان","N1","1","WWWWWS"
"'AsemAnpise","آسمان‌پيسه","N1","1","WWWWS"
"'AsemAnqorre","آسمان‌غره","N1","1","WWWWS"
"'AsemAnsang","آسمان‌سنگ","N1","1","WWWS"
"'AsemAnxarAS","آسمان‌خراش","N1","30","WWWWS"
"'asembeli","اسمبلي","N1","1","WWWS"
"'Aseme","عاصمه","N1","1","WWS"
"'Asemi","عاصمي","N4","3","WWS"
"'AsemilAn","آ‌ث‌ميلان","N1","31","WWWS"
"'Asemipur","عاصمي‌‌پور","N4","2","WWWS"
"'ASeq","عاشق","A0","210","WS"
"'ASeqAne","عاشقانه","A0","60","WWWS"
"'ASeqi","عاشقي","N1","75","WWS"
"'ASeqkoS","عاشق‌‌كش","A0","1","WWS"
"'ASeqkoSi","عاشق‌‌كشي","N1","1","WWWS"
"'ASeqpiSe","عاشق‌‌پيشه","A0","4","WWWS"
"'ASeqpiSegi","عاشق‌پيشگي","N1","1","WWWWS"
"'ASereSte","آش‌رشته","N1","3","WWWS"
"'asetAlde'id","استالدئيد","N1","1","WWWWS"
"'asetAt","استات","N1","1","WWS"
"'asetilkolin","استيل‌كلين","N1","1","WWWWS"
"'Aseton","آستون","N1","1","WWS"
"'aseton","استن","N1","1","WWS"
"'aseton","استون","N1","10","WWS"
"'Aseyd","آسيد","N1","8","WS"
"'ASeyx","آشيخ","N1","3","WS"
"'asfal","اسفل","A0","15","WS"
"'asfalossAfelin","اسفل‌سافلين","A0","1","WWWWWS"
